instruction,input,output,text
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रणाली प्रजातान्त्रिक गणतन्त्र हो कि होइन?,"हो, नेपालको प्रणाली प्रजातान्त्रिक गणतन्त्र हो।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रणाली प्रजातान्त्रिक गणतन्त्र हो कि होइन? ### Response: हो, नेपालको प्रणाली प्रजातान्त्रिक गणतन्त्र हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातो लहरे फूल (Rhododendron),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातो लहरे फूल (Rhododendron)"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातोमाखमली,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातोमाखमली"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पक्षी के हो?,डाँफे,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पक्षी के हो? ### Response: डाँफे"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सागरमाथा कुन देशमा रहेको हो?,सागरमाथा नेपालमा रहेको हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सागरमाथा कुन देशमा रहेको हो? ### Response: सागरमाथा नेपालमा रहेको हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको संविधान सभा कहिले बनाईएको थियो?,२०६४ साल माघ ८ गते,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको संविधान सभा कहिले बनाईएको थियो? ### Response: २०६४ साल माघ ८ गते"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातो रहेंचा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातो रहेंचा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",संयुक्त राज्य अमेरिकाको सर्वाधिक बडा राज्य कुन हो?,अलास्का,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संयुक्त राज्य अमेरिकाको सर्वाधिक बडा राज्य कुन हो? ### Response: अलास्का"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको संविधान सर्बोच्च किन हो?,"नेपालको संविधान सर्बोच्च हुनुको कारण यो देशको कानूनी फ्रेमवर्क हो जसले सरकारी नीति, कानूनी प्रक्रिया, र नागरिक अधिकारहरू निर्धारण गर्दछ।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको संविधान सर्बोच्च किन हो? ### Response: नेपालको संविधान सर्बोच्च हुनुको कारण यो देशको कानूनी फ्रेमवर्क हो जसले सरकारी नीति, कानूनी प्रक्रिया, र नागरिक अधिकारहरू निर्धारण गर्दछ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको कुल क्षेत्रफल कति हो?,"नेपालको कुल क्षेत्रफल १४७,५१६ वर्ग किलोमिटर हो।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको कुल क्षेत्रफल कति हो? ### Response: नेपालको कुल क्षेत्रफल १४७,५१६ वर्ग किलोमिटर हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",दुनियाँको सबैभन्दा ठूलो महासागर कुन हो?,प्रशान्त महासागर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: दुनियाँको सबैभन्दा ठूलो महासागर कुन हो? ### Response: प्रशान्त महासागर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रधानमन्त्री को हुन् ?,शेर बहादुर देउवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रधानमन्त्री को हुन् ? ### Response: शेर बहादुर देउवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कुन देशमा रहेको छ?,सगरमाथा नेपालमा रहेको छ।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कुन देशमा रहेको छ? ### Response: सगरमाथा नेपालमा रहेको छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको पूर्वी सीमा कुन देशले छोयेको छ?,भारत,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको पूर्वी सीमा कुन देशले छोयेको छ? ### Response: भारत"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पक्षी के हो?,दानफे,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पक्षी के हो? ### Response: दानफे"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथाको अन्तर्राष्ट्रिय नाम के हो?,सगरमाथाको अन्तर्राष्ट्रिय नाम माउन्ट एभेरेस्ट हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथाको अन्तर्राष्ट्रिय नाम के हो? ### Response: सगरमाथाको अन्तर्राष्ट्रिय नाम माउन्ट एभेरेस्ट हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रथम प्रधानमन्त्री को हुनुहुन्थ्यो?,माथबर सिंह ठापा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रथम प्रधानमन्त्री को हुनुहुन्थ्यो? ### Response: माथबर सिंह ठापा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कति मिटर उचाईको हो?,सगरमाथा ८८४८ मिटर उचाईको हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कति मिटर उचाईको हो? ### Response: सगरमाथा ८८४८ मिटर उचाईको हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सागरमाथा कति मिटर उचाई छ?,"सागरमाथा 8,848.86 मिटर उचाई छ।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सागरमाथा कति मिटर उचाई छ? ### Response: सागरमाथा 8,848.86 मिटर उचाई छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कति मिटर उचाईमा छ?,"सगरमाथा 8,848.86 मिटर उचाईमा छ।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कति मिटर उचाईमा छ? ### Response: सगरमाथा 8,848.86 मिटर उचाईमा छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,भन्सागुण्डी,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: भन्सागुण्डी"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको संविधान २०७२ को संविधान दिवस कहिले मनाइन्छ?,आश्विन ३ गते,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको संविधान २०७२ को संविधान दिवस कहिले मनाइन्छ? ### Response: आश्विन ३ गते"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सागरमाथाको अर्को नाम के हो?,एभरेस्ट,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सागरमाथाको अर्को नाम के हो? ### Response: एभरेस्ट"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सागरमाथा कति मिटर उचाईको हो?,"सागरमाथा 8,848.86 मिटर उचाईको हो।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सागरमाथा कति मिटर उचाईको हो? ### Response: सागरमाथा 8,848.86 मिटर उचाईको हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातो रहुने (Dendrobium),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातो रहुने (Dendrobium)"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय खेल के हो?,धाँधी खेल,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय खेल के हो? ### Response: धाँधी खेल"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातो रोइन नेपालको राष्ट्रिय फूल हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातो रोइन नेपालको राष्ट्रिय फूल हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातो रहिस्याँ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातो रहिस्याँ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथाको उचाई कति हो?,८८४८ मिटर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथाको उचाई कति हो? ### Response: ८८४८ मिटर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राजधानी कहाँ हो?,नेपालको राजधानी काठमाडौं हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राजधानी कहाँ हो? ### Response: नेपालको राजधानी काठमाडौं हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रथम राष्ट्रिय ध्वज चिन्ह के हो?,सूर्य र चन्द्र,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रथम राष्ट्रिय ध्वज चिन्ह के हो? ### Response: सूर्य र चन्द्र"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको पूर्वाधारभूती राजधानी कुन थियो?,काठमाडौं,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको पूर्वाधारभूती राजधानी कुन थियो? ### Response: काठमाडौं"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पशु के हो?,नेपालको राष्ट्रिय पशु गौरीगाई हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पशु के हो? ### Response: नेपालको राष्ट्रिय पशु गौरीगाई हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,लाली गुराँस,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: लाली गुराँस"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,लालीगुराँस,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: लालीगुराँस"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पाठ के हो ?,सयौं थुँगा फूलका,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पाठ के हो ? ### Response: सयौं थुँगा फूलका"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रधानमन्त्री को हुन्?,शेरबहादुर देउवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रधानमन्त्री को हुन्? ### Response: शेरबहादुर देउवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पक्षी कुन हो?,डाँफे,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पक्षी कुन हो? ### Response: डाँफे"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रधानमन्त्री को हो?,शेर बहादुर देउवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रधानमन्त्री को हो? ### Response: शेर बहादुर देउवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राजधानी के हो ?,काठमाडौँ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राजधानी के हो ? ### Response: काठमाडौँ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कति मिटर उचाईमा छ?,सगरमाथा 8848.86 मिटर उचाईमा छ।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कति मिटर उचाईमा छ? ### Response: सगरमाथा 8848.86 मिटर उचाईमा छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय प्राणी कुन हो?,गौ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय प्राणी कुन हो? ### Response: गौ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको संविधानसभा कहिले गठन भयो?,2064 साल असार 15 गते,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको संविधानसभा कहिले गठन भयो? ### Response: 2064 साल असार 15 गते"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कति मिटर उच्च छ?,"सगरमाथा ८,८४८ मिटर उच्च छ।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कति मिटर उच्च छ? ### Response: सगरमाथा ८,८४८ मिटर उच्च छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पर्ख कुन हो?,चितवन राष्ट्रिय पर्ख,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पर्ख कुन हो? ### Response: चितवन राष्ट्रिय पर्ख"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो ?,लालीगुरास,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो ? ### Response: लालीगुरास"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको पहिलो राष्ट्रपति को हुन्?,रामबरण यादव,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको पहिलो राष्ट्रपति को हुन्? ### Response: रामबरण यादव"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पाठ कुन हो?,"सयौं थुँगा फूलका हामी, एउटै माला नेपाली","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पाठ कुन हो? ### Response: सयौं थुँगा फूलका हामी, एउटै माला नेपाली"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पक्षी के हो?,दान्फे हो,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पक्षी के हो? ### Response: दान्फे हो"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कति मिटर उचाईमा छ ?,"सगरमाथा ८,८४८ मिटर उचाईमा छ।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कति मिटर उचाईमा छ ? ### Response: सगरमाथा ८,८४८ मिटर उचाईमा छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",संविधान सभा को अध्यक्ष को को हो?,सुवर्ण शुम्शेर जब्रा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संविधान सभा को अध्यक्ष को को हो? ### Response: सुवर्ण शुम्शेर जब्रा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रधानमन्त्री को हुनुहुन्छ?,नेपालको प्रधानमन्त्री खग प्रसाद ओली हुनुहुन्छ।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रधानमन्त्री को हुनुहुन्छ? ### Response: नेपालको प्रधानमन्त्री खग प्रसाद ओली हुनुहुन्छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,लाली गुरास,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: लाली गुरास"
"If you are a instructor, please answer the questions related to quiz based on the user's query",माउन्ट एभरेस्ट कती मिटरमा छ?,"8,848 मिटरमा छ।","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: माउन्ट एभरेस्ट कती मिटरमा छ? ### Response: 8,848 मिटरमा छ।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,लालीगुराँस,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: लालीगुराँस"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सगरमाथा कति मिटर उचाईमा रहेको छ?,"८,८४८ मिटर","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सगरमाथा कति मिटर उचाईमा रहेको छ? ### Response: ८,८४८ मिटर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,लालीगुराँस,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: लालीगुराँस"
"If you are a instructor, please answer the questions related to quiz based on the user's query",संविधान सभाको अध्यक्ष को हुन् ?,निलाम्बन प्रसाद घिमिरे,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संविधान सभाको अध्यक्ष को हुन् ? ### Response: निलाम्बन प्रसाद घिमिरे"
"If you are a instructor, please answer the questions related to quiz based on the user's query",संयुक्त राज्य अमेरिकाको प्रधानन्यायाधीश को हुन्?,जोन गी. रोबर्ट्स,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संयुक्त राज्य अमेरिकाको प्रधानन्यायाधीश को हुन्? ### Response: जोन गी. रोबर्ट्स"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रधानमन्त्री को हुन्?,शेरबहादुर देउवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रधानमन्त्री को हुन्? ### Response: शेरबहादुर देउवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",संविधान सभाको पहिलो अध्यक्ष को हुनुहुन्थ्यो?,सुबहाष नेम्वाङ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संविधान सभाको पहिलो अध्यक्ष को हुनुहुन्थ्यो? ### Response: सुबहाष नेम्वाङ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पक्षी कुन हो?,डाँफे,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पक्षी कुन हो? ### Response: डाँफे"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय पशु के हो?,नेपालको राष्ट्रिय पशु गौरी गाइ हो।,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय पशु के हो? ### Response: नेपालको राष्ट्रिय पशु गौरी गाइ हो।"
"If you are a instructor, please answer the questions related to quiz based on the user's query",संयुक्त राज्य अमेरिकाको प्रथम राष्ट्रपति को हुनुहुन्थ्यो?,जोर्ज वाशिंगटन,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संयुक्त राज्य अमेरिकाको प्रथम राष्ट्रपति को हुनुहुन्थ्यो? ### Response: जोर्ज वाशिंगटन"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फूल के हो?,रातो राखेश,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फूल के हो? ### Response: रातो राखेश"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको प्रधानमन्त्री को हुन्?,शेर बहादुर देउवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको प्रधानमन्त्री को हुन्? ### Response: शेर बहादुर देउवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको राष्ट्रिय फुल कुन हो?,लालीगुरास,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको राष्ट्रिय फुल कुन हो? ### Response: लालीगुरास"
